sample_id,original_text,reference_summary,generated_summary,rouge-1-p,rouge-1-r,rouge-1-f,rouge-2-p,rouge-2-r,rouge-2-f,rouge-l-p,rouge-l-r,rouge-l-f,bleu
1647,10月29日，三亚食品药品监督管理局接到群众举报，称某超市出售的食品“椰园海宝”含有中药“女贞子”和“淫羊藿”。据介绍，以上两种中药主治阳萎早泄，腰酸腿痛，半身不遂，神经衰弱，肝肾阴虚等……,囧！三亚“椰园海宝”食品竟违规添加壮阳药,据介绍，以上两种中药主治阳萎早泄，腰酸腿痛，半身不遂，神经衰弱，肝肾阴虚等…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,林女士在淘宝网购买商品，办理退货后支付宝内的余额不能正常使用，于是便上网搜索淘宝客服电话进行咨询，没想到却落入了骗子李某等人设下的圈套，被骗近4万元。双十一临近，买买买还要更多谨慎！,儋州团伙冒充淘宝客服诈骗女子4万元,林女士在淘宝网购买商品，办理退货后支付宝内的余额不能正常使用，于是便上网搜索淘宝客服电话进行咨询，没想到却落入了骗子李某等人设下的圈套，被骗近4万元。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011955001291462567
1649,期铜价格周一上涨，因印尼和秘鲁计划罢工的消息，以及欧洲央行的银行压力测试结果公布后美元下跌，此外传闻中国国储局将恢复购买铜及伦敦神秘买家坐拥过半LME仓库中现货铜的消息也扶助支撑铜价,罢工？囤积？神秘买家？伦铜逆势走高,期铜价格周一上涨，因印尼和秘鲁计划罢工的消息，以及欧洲央行的银行压力测试结果公布后美元下跌，此外传闻中国国储局将恢复购买铜及伦敦神秘买家坐拥过半LME仓库中现货铜的消息也扶助支撑铜价,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008583294598307947
1650,国际评级机构惠誉(Fitch)在最近的一份研究报告中称，未来布伦特原油价格可能跌至80美元/桶(目前为85美元/桶)，届时在可能促使页岩油钻探商从供应层面作出反应，缩减对新钻井的投资,原油还会大跌每桶75/80美元或是底部,国际评级机构惠誉(Fitch)在最近的一份研究报告中称，未来布伦特原油价格可能跌至80美元/桶(目前为85美元/桶)，届时在可能促使页岩油钻探商从供应层面作出反应，缩减对新钻井的投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008409805259239591
1651,据一名失踪人员家属介绍，在此次事故中，他的父亲及哥哥都失联了，目前还没有消息，他希望相关救援部门尽快找到父亲和哥哥。目前，文昌市的海洋、海事、公安等13个部门联合成立事故组织协调组。下一步搜救工作仍在进行中。,失踪人员有一对父子,据一名失踪人员家属介绍，在此次事故中，他的父亲及哥哥都失联了，目前还没有消息，他希望相关救援部门尽快找到父亲和哥哥。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010598507277493988
1652,华尔街见闻报道，周一彭博商品指数盘中下跌0.6%，刷新自2009年7月以来新低，汽油、农产品领跌。粗糖、大豆分别跌1.6%和0.4%，巴西为两者的最大出口国。巴西总统罗塞夫获连任，市场预期巴西货币贬值将刺激农产品出口,大宗商品指数创五年新低汽油和农产品领跌,粗糖、大豆分别跌1.6%和0.4%，巴西为两者的最大出口国。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012300686288463768
1653,巴西现任女总统、劳工党候选人罗塞夫以51.45%的选票，击败社会民主党候选人内维斯(AecioNeves)的48.48%，成为巴西历史上第一位蝉联总统的女总统。巴西女总统罗塞夫以微弱优势获得连任，市场“大失所望”，该国股市遭遇全球投资者抛售,巴西总统连任市场崩盘,巴西现任女总统、劳工党候选人罗塞夫以51.45%的选票，击败社会民主党候选人内维斯(AecioNeves)的48.48%，成为巴西历史上第一位蝉联总统的女总统。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005959978627465526
1654,受台风影响，东方瓜农吉成平种植的40亩南瓜大量减产，收成仅1.7万斤。因南瓜滞销欠了5万元债，读高中的女儿伙食费都是借的。“我要供女儿上学，爬着干活我也不怕。”双脚无法正常行走的他希望得到帮助。如您想收购可拨：966123,一个瓜都卖不掉！45岁残疾瓜农求助,因南瓜滞销欠了5万元债，读高中的女儿伙食费都是借的。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010182425646195498
1655,为解决办理网络犯罪案件中遇到的新情况、新问题，最高法、最高检、公安部近期制定《关于办理网络犯罪案件适用刑事诉讼程序若干问题的意见》，对打击网络犯罪实践中迫切需要解决的案件管辖、证据收集等问题作出规定>>>,跨省网络大案可指定异地公安立侦,为解决办理网络犯罪案件中遇到的新情况、新问题，最高法、最高检、公安部近期制定《关于办理网络犯罪案件适用刑事诉讼程序若干问题的意见》，对打击网络犯罪实践中迫切需要解决的案件管辖、证据收集等问题作出规定>>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032047574588556275
1656,“要不是意大利友人提供关键的生死救援，我们肯定坚持不了这么长的时间。”伤者魏鑫说，邮轮在大火燃烧不久就发现了他们。邮轮上会讲中文的人员不断喊着“坚持，加油，再坚持”的鼓励话语……,深圳渔船获救者回忆逃生过程,“要不是意大利友人提供关键的生死救援，我们肯定坚持不了这么长的时间。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,世贸组织（ＷＴＯ）日前就“中国诉美国关税法修订案世贸争端案”裁定，美国一项针对中国２４类产品的反补贴反倾销措施违反世贸规则。商务部认为，此案是中国利用法律武器挑战美国滥用贸易救济措施的又一次重大胜利，差一点就“完胜”,世贸组织裁定中国诉美“双反”案大部分胜诉,商务部认为，此案是中国利用法律武器挑战美国滥用贸易救济措施的又一次重大胜利，差一点就“完胜”,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009970222994544455
1658,近日，有消费者在海口凤翔东旺佳旺超市(绿园店)购买了几盒品牌为“草原鸿泰”牌牛肉卷，食用发现肉质和口感异常。食药监部门：旺佳旺销售的牛肉卷涉嫌假冒，并对该产品进行查封，责令不得继续销售。,海口旺佳旺超市“问题肉”被查封金盘路分店仍售卖,近日，有消费者在海口凤翔东旺佳旺超市(绿园店)购买了几盒品牌为“草原鸿泰”牌牛肉卷，食用发现肉质和口感异常。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014558491217854977
1659,美版《甄嬛传》将于大年初二在北京和浙江卫视首播。美版为照顾老美的口味，由76集缩减为6集，每集90-120分钟，减少人物数量，精简人物关系，以甄嬛和果郡王的恋情作为主线，还补拍了甄嬛的一些老年时期的镜头。,娘娘又回来了！美版《甄嬛传》初二国内开播,美版为照顾老美的口味，由76集缩减为6集，每集90-120分钟，减少人物数量，精简人物关系，以甄嬛和果郡王的恋情作为主线，还补拍了甄嬛的一些老年时期的镜头。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008685806487464783
1660,欧元区银行业进行压力测试后，还有美联储的压力测试!据报道，共有31家银行会参加2015年美联储的压力测试。重点测试银行应对油价大涨、美国失业率上升、公司贷款风险上升等假设情景的能力,欧银压力测试之后美联储也要进行压力测试,欧元区银行业进行压力测试后，还有美联储的压力测试!据报道，共有31家银行会参加2015年美联储的压力测试。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04215458721124646
1661,国家发改委消息，今年我国将加快推进价格改革，完善居民生活用电阶梯价格制度，全面实行居民生活用水、用气阶梯价格制度，主要方向为进一步放开价格，修订政府定价目录等，最大程度实现公开透明。,中国：将全面实行居民生活用水用气阶梯价格,国家发改委消息，今年我国将加快推进价格改革，完善居民生活用电阶梯价格制度，全面实行居民生活用水、用气阶梯价格制度，主要方向为进一步放开价格，修订政府定价目录等，最大程度实现公开透明。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09600584732407934
1662,QE退出在即。但彭博新闻社文章称，QE遗留给美联储的4万多亿美元资产今后可能依然会刺激美国经济发展。随着美联储可能会在下周四公布的利率决议声明中宣布结束第三轮QE，该行计划将其资产负债表保持在创纪录的4.48万亿美元规模,美联储4万亿的资产仍会刺激经济发展,但彭博新闻社文章称，QE遗留给美联储的4万多亿美元资产今后可能依然会刺激美国经济发展。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023956565612760213
1663,巴西最高选举法院当地时间26日晚公布的对98%选票的统计结果显示，罗塞夫获得51.45%的选票，击败社会民主党候选人内韦斯的48.48%，成为巴西历史上第一位蝉联总统的女总统,“铁娘子”罗塞夫连任巴西总统,巴西最高选举法院当地时间26日晚公布的对98%选票的统计结果显示，罗塞夫获得51.45%的选票，击败社会民主党候选人内韦斯的48.48%，成为巴西历史上第一位蝉联总统的女总统,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011046521990823278
1664,又到了南海君为大家盘点一周大事的时间啦！张琦任三亚市委书记，海口红树林景区拟收费，腾讯全球伙伴大会博鳌开幕……过去的一周有喜事难事也有奇事，让南海君和你一同回顾吧！戳,海南一周大事件：张琦任三亚市委书记,又到了南海君为大家盘点一周大事的时间啦！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01553712569276035
1665,这45名日本战犯亲笔供词包括笔供原文、补充、更正、附言等，以及中文译文，并附有中英文提要。笔供未做删节处理，只是出于人道的考虑，对其中受到性侵犯的女子姓名做了虚化。笔供是战犯本人所写并经本人签字，均为日本战犯笔供原貌。,中央档案馆公布45名日本战犯侵华罪行自供,这45名日本战犯亲笔供词包括笔供原文、补充、更正、附言等，以及中文译文，并附有中英文提要。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08688218206838484
1666,据环球时报英文版报道，女权工作者叶海燕因在微博上发自己的裸照，周六被武汉警方逮捕。通告称叶海燕因“在公共场合故意发布裸照”将被拘10日，周五早上，数名警察在叶海燕家中将其逮捕并没收其电脑和手机。,女权工作者叶海燕微博发裸照被拘留,据环球时报英文版报道，女权工作者叶海燕因在微博上发自己的裸照，周六被武汉警方逮捕。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1196655750514248
1667,上海车展主办方确定，取消2015年上海车展车模展示，称旨在杜绝各类趣味低下、有损文明及恶意炒作发生。汽车厂商表示，对此已在预料之中，业内人士称，个别厂商可能铤而走险打擦边球。目前国际五大知名车展未出现类似要求。,2015上海车展确定取消车模,汽车厂商表示，对此已在预料之中，业内人士称，个别厂商可能铤而走险打擦边球。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,11月3日下午，南海网记者在海南省人民医院采访了正在接受治疗的深圳失火渔船“海豹3号”上的2名伤者，目前2名伤者主要是体力透支，无外伤和生命危险，正在输营养液补充体力。,最新消息：2名伤者暂无生命危险在省医院治疗,11月3日下午，南海网记者在海南省人民医院采访了正在接受治疗的深圳失火渔船“海豹3号”上的2名伤者，目前2名伤者主要是体力透支，无外伤和生命危险，正在输营养液补充体力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021126480857843462
1669,3日凌晨2时30分，深圳木质渔船“海豹3”在距海南清澜港以东约36海里处遇险沉没，船上16人，12人被意大利籍邮轮救起，1人死亡2人重伤，重伤者已送往抢救，另有4人仍失踪。10名人员(包括一名死者)将随邮轮到三亚，预计17时半抵达。,施救游轮载遇险人员将抵三亚,10名人员(包括一名死者)将随邮轮到三亚，预计17时半抵达。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01340082578177889
1670,深圳遇险木质渔船隶属深圳某海钓公司，船长25米、宽7米。该船10月31日上午9时从清澜港起航前往事故海域进行海钓活动，11月2日晚10时返航，于返航途中因故遇险，险情原因尚不明确。,海钓返航途中遇险,深圳遇险木质渔船隶属深圳某海钓公司，船长25米、宽7米。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010802314890908065
1671,美国联邦储备理事会(美联储/FED)周四公布的数据显示，外国央行本周持有的美国公债降至5月来最低水准。分析师称，美国公债持有量下降可能有几个原因，包括：对近期美国公债和美元涨势进行获利了结，美元本月稍早触及逾四年高点,外国央行减持美国公债至5月来最低水准,美国联邦储备理事会(美联储/FED)周四公布的数据显示，外国央行本周持有的美国公债降至5月来最低水准。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16024240871459333
1672,关乎百姓“舌尖上的安全”的《食品安全法(修订草案)》日前经第十二届全国人大常委会初次审议，修订草案审议稿全文公布向社会公开征集意见。国家食药监总局官员谈网络交易时称，个人微博微信是个人的朋友圈子，不能当做交易平台>>,食药监总局：个人微博微信不能当做食品交易平台,国家食药监总局官员谈网络交易时称，个人微博微信是个人的朋友圈子，不能当做交易平台>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03307108401836138
1673,回顾周内金价走势，本周初在美元调整以及避险买盘的推动下金价上涨至1255一线后回落，周四当天备受关注的中国、欧元区、德国以及美国的制造业PMI数据多数向好很大程度上缓解了市场对全球经济增长放缓的担忧，市场风险偏好,ETF大幅减仓或提前预示金价短期反弹结束,回顾周内金价走势，本周初在美元调整以及避险买盘的推动下金价上涨至1255一线后回落，周四当天备受关注的中国、欧元区、德国以及美国的制造业PMI数据多数向好很大程度上缓解了市场对全球经济增长放缓的担忧，市场风险偏好,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003040349233039763
1674,11月1日零时，屯昌县某局邓局长的妻子罗女士得知丈夫带一女子回家过夜，赶紧带着10多名亲属，到自己家里捉奸。当日凌晨3点多，有群众看到一名女子从2楼后窗撬开的防盗网洞口钻出，顺着梯子爬下去慌张逃跑。屯昌县委县政府已成立调查组进行调查。,屯昌局长出轨妻子凌晨率众捉奸,11月1日零时，屯昌县某局邓局长的妻子罗女士得知丈夫带一女子回家过夜，赶紧带着10多名亲属，到自己家里捉奸。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007205335066302803
1675,中国一女子5年前赴韩国准备美肌整容，手术台前被忽悠做肋骨鼻子，又做了嘴唇、隆了下巴。但手术失败，她面目全非，为了修复，她无法正常工作，也花光了积蓄。。。整形是一场赌博，要三思而后行。,女子赴韩整形鼻歪嘴斜为修复耗尽70万积蓄,中国一女子5年前赴韩国准备美肌整容，手术台前被忽悠做肋骨鼻子，又做了嘴唇、隆了下巴。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007987276352377327
1676,这是让人无法淡定、心里抓狂的判决书：5名原告出生年月一样、女错成男、工作时间比出生年月还要早、工伤保险成了工商保险。当原儋州市西培水泥厂有限公司职工向奉舜、李琼红等12人从儋州市人民法院拿到各自的判决书后，看到出现这么多的差错时直摇头,囧！没见过判决书这么写,这是让人无法淡定、心里抓狂的判决书：5名原告出生年月一样、女错成男、工作时间比出生年月还要早、工伤保险成了工商保险。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005311256555131655
1677,考生注意啦！今日起可登录海南省人力资源和社会保障厅网站(点击“国家公务员报名确认”板块，进行报名确认并缴费70元。公共科目行政能力测试、申论的考试时间为11月30日。,海南“国考”今日报名11月30日笔试,公共科目行政能力测试、申论的考试时间为11月30日。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1531024544118244
1678,日前全国律协在京召开第四届“全国保护未成年人特殊贡献律师”表彰大会。在此次表彰会上，有10人获得“全国保护未成年人特殊贡献律师”称号，他们是：于娟娟、王江涛、张行进、张盛新、宋迅、李武平、杨洪、其布热、姚炜耀、靳长征>>,全国保护未成年人特殊贡献律师表彰大会举行,日前全国律协在京召开第四届“全国保护未成年人特殊贡献律师”表彰大会。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2928298013714697
1679,中共中央政治局今天审议通过了《关于进一步推进户籍制度改革的意见》。会议指出，要区别情况、分类指导，由各地根据中央的总体要求和政策安排，因地制宜地实行差别化落户政策。要为农业转移人口落户城镇创造有利条件,中央政治局通过户籍改革意见,会议指出，要区别情况、分类指导，由各地根据中央的总体要求和政策安排，因地制宜地实行差别化落户政策。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,图1，死猪“躺”在路中间？图2、死猪被装入袋里丢弃在草丛中？图3、装着死鸡的袋子落满苍蝇？……据家住海口市秀英区海秀镇永庄村附近的陈女士反映，每隔一段时间路边就会出现死猪……不信？你就戳,惊呆了！海口永庄村路段屡现死猪,图3、装着死鸡的袋子落满苍蝇？,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,日前，一名澳大利亚女子从ATM机取钱时，发现自己账户莫名多出近1000万澳元(约4867万元人民币)，她震惊不已，担心被当做小偷，为此寝食难安，“我不想要这钱，但我打电话给银行，他们说我这钱就是我的…”,大妈账户突然多出千万银行：就是你的,日前，一名澳大利亚女子从ATM机取钱时，发现自己账户莫名多出近1000万澳元(约4867万元人民币)，她震惊不已，担心被当做小偷，为此寝食难安，“我不想要这钱，但我打电话给银行，他们说我这钱就是我的…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004707378393706195
1682,河南省政府食品安全办公室等六部门联手开展“夏日行动”，确保全省老百姓“舌尖上的安全”。此次行动主要针对批发市场、集贸市场、商场、超市和食杂店，行动将持续到9月30日。,河南六部门联合督查夏日食品确保舌尖上的安全,此次行动主要针对批发市场、集贸市场、商场、超市和食杂店，行动将持续到9月30日。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,货币战争在全球卷土重来，但这次不是为了促增长，而是为了防通缩。没错，货币战争。2010年时，巴西财长曼特加曾用这个词来描述全球央行为了促进经济增长而竞相印钱的局面。而如今，全球央行依然在这么做，只不过原因变成了防止通缩,通缩来袭！全球再度打响货币战争,货币战争在全球卷土重来，但这次不是为了促增长，而是为了防通缩。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027166383723579154
1684,11月1日，海南生态软件园暨腾讯创业基地(海南)首批入驻企业集体签约仪式在刚落成的海南腾讯创业基地举行。来自全国148家企业集体与海南生态软件园签署入园协议，将正式进驻腾讯创业基地(海南)。,148家企业入驻海南生态软件园腾讯创业基地,11月1日，海南生态软件园暨腾讯创业基地(海南)首批入驻企业集体签约仪式在刚落成的海南腾讯创业基地举行。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053955441309494145
1685,英国《金融时报》援引三位相关官员消息称，欧盟委员会将于本周三(10月22日)通知五个欧元区国家，他们的预算计划面临违反欧盟规则的风险。目前，欧盟成员国预算大战正处于白热化状态，欧盟财政紧缩政策面临迄今最大考验,欧盟财政紧缩面临严峻考验,英国《金融时报》援引三位相关官员消息称，欧盟委员会将于本周三(10月22日)通知五个欧元区国家，他们的预算计划面临违反欧盟规则的风险。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005959978627465526
1686,记者从三亚供电局获悉，为配合西环高铁电力线路迁移施工，从11月2日至9日，我省将安排三亚地区的2条220千伏输电线路停电，为此全市电力供应将出现较大缺口，企业、商业和居民用电将受到影响。,温馨提示：三亚今日起限电一周,记者从三亚供电局获悉，为配合西环高铁电力线路迁移施工，从11月2日至9日，我省将安排三亚地区的2条220千伏输电线路停电，为此全市电力供应将出现较大缺口，企业、商业和居民用电将受到影响。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003324612889947367
1687,“你们赶紧来，我老公带情人回家过夜被我发现了……”昨天早上6时许，屯昌一女子带着哭腔给记者打电话。据悉，昨日零时30分许，屯昌某局局长的妻子罗女士带10余名亲属，前往屯昌检察院家属院某栋2楼的住所捉奸，其间两次报警。,屯昌一局长带情人回家过夜妻子带10多人半夜捉奸,”昨天早上6时许，屯昌一女子带着哭腔给记者打电话。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030934588294313718
1688,经过近三年的努力，S5沪嘉大修二期工程于春节前完工，变身为双向六车道道路。根据要求，S5沪嘉限速80公里/小时，外环-嘉定新城段仍旧延续“禁止大型号牌货运车辆通行”的交通管理措施。下一步，这一限行措施将扩展至全线。,S5沪嘉大修工程完工了,根据要求，S5沪嘉限速80公里/小时，外环-嘉定新城段仍旧延续“禁止大型号牌货运车辆通行”的交通管理措施。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030904914794178312
1689,日前国务院法制办公布《楼堂馆所建设管理条例（征求意见稿）》，公开向社会征求意见。意见稿明确了超标建设楼堂馆所的11种行为，对直接负责的主管人员和其他直接责任人员，视情节轻重，依法依规给予处分；构成犯罪的，依法追究刑事责任。,超标建设楼堂馆所11种行为将被追责,意见稿明确了超标建设楼堂馆所的11种行为，对直接负责的主管人员和其他直接责任人员，视情节轻重，依法依规给予处分；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0502111958576134
1690,今年下半年教师资格考试将于11月2日进行。温馨提示：本次考试我省共设5个考区，8个考点。分别是海口、三亚两个市县考区，海南师范大学、琼州学院、琼台师范高等专科学校三个师范类院校考区。,今日，海南下半年教师资格考试开考,温馨提示：本次考试我省共设5个考区，8个考点。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015718877363021206
1691,农历羊年春节来临之际，中共中央总书记、国家主席、中央军委主席习近平来到陕西，看望慰问广大干部群众，向全国各族人民致以新春祝福，祝伟大祖国繁荣昌盛、各族人民幸福安康。,习近平向全国人民致以新春祝福,农历羊年春节来临之际，中共中央总书记、国家主席、中央军委主席习近平来到陕西，看望慰问广大干部群众，向全国各族人民致以新春祝福，祝伟大祖国繁荣昌盛、各族人民幸福安康。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031748934862197195
1692,海南电视台《海南新闻联播》报道东方市一家报刊亭的女店主符东影拾到15万元现金如数归还失主的感人事迹。省委书记罗保铭看完报道后，当即作出批示称赞：“这，就是海南的正能量；这，就是海南的骄傲……”,东方市民拾到15万元现金如数归还罗保铭作批示,这，就是海南的骄傲…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,#快讯#11月2日，琼州大桥由海口通往文昌方向，一辆起亚汽车发生车祸，越过隔离线冲到对面车道，汽车可能发生燃油泄漏，消防人员正清理现场，车祸造成海口通往文昌、文昌通往海口2个方向进出车辆严重滞留。,海口琼州大桥发生车祸车辆滞留严重,#快讯#11月2日，琼州大桥由海口通往文昌方向，一辆起亚汽车发生车祸，越过隔离线冲到对面车道，汽车可能发生燃油泄漏，消防人员正清理现场，车祸造成海口通往文昌、文昌通往海口2个方向进出车辆严重滞留。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011397908406503239
1694,国际风筝冲浪运动顶级赛事——2014PKRA世界职业风筝冲浪巡回赛在海口西海岸开赛，2014年度总冠军将在此诞生。据悉，中国海口站是今年该赛事最后一个分站赛，将决定本年度最终排名积分。比赛历时5天，总奖金3.7万美元。,2014PKRA世界职业风筝冲浪巡回赛海口开赛,比赛历时5天，总奖金3.7万美元。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,记者获悉，目击者称肇事车是辆客运中巴车，车牌号为C83xx8，车头挂着“万宁—港北”的班线牌。当时，学生小西西下车往前走，还没进家门，中巴就启动了，右前轮将小西西撞倒碾过。目前，肇事司机已被万宁警方刑拘。,万宁后安振华学校雇中巴当“校车”家门口碾死小学生,记者获悉，目击者称肇事车是辆客运中巴车，车牌号为C83xx8，车头挂着“万宁—港北”的班线牌。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009186672262412125
1696,美国将于当地时间11月2日凌晨02:00(北京时间15:00)开始实施冬令时，至2015年3月8日结束。加拿大2014年冬令时亦于11月2日开始，至2015年3月8日结束,北美市场将于11月2日开始实施冬令时,美国将于当地时间11月2日凌晨02:00(北京时间15:00)开始实施冬令时，至2015年3月8日结束。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1497686359861586
1697,福建晋江警方历年查处的拐卖儿童案中，有24名拐卖后解救的孩子依然没有找到亲生父母，只能呆在福利院里！这些可爱的孩子没有回到父母的怀中，没有回到温暖的家中，。过年了，孩子的家人很可能仍在失去骨肉的悲痛中！举手之劳，助爱团圆！转！,帮转！让孩子回家过年！,过年了，孩子的家人很可能仍在失去骨肉的悲痛中！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01618861356572822
1698,虽然全球经济增长放缓，国际原油市场供过于求，但是中国经济数据显示石油需求依然较高，周二布伦特原油大涨近1%。数据显示，9月中国石油需求同比增长7.1%，达到每天1030万桶，创下2013年6月以来最大涨幅，显示炼油厂、工厂以及汽车用油需求强劲,中国需求上涨提振国际油价,虽然全球经济增长放缓，国际原油市场供过于求，但是中国经济数据显示石油需求依然较高，周二布伦特原油大涨近1%。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007987276352377327
1699,11月1日，备受关注的海南省“寻找最美导游”30进10评选活动开始啦，鼠标点击投票就有机会赢取话费充值卡哦。网友可登陆南海网活动专题页面(，为心目中的最美导游投上宝贵的一票。,“寻找最美导游”评选开始啦投票可赢话费哦！,11月1日，备受关注的海南省“寻找最美导游”30进10评选活动开始啦，鼠标点击投票就有机会赢取话费充值卡哦。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1365439878349163
1700,海口一对夫妻陈某某和郑某某自由恋爱后自愿到民政局登记结婚。不料，登记结婚当天，女方就因怀疑男方有外遇与新婚丈夫发生争吵并分居。10月31日，南海网记者获悉，这对夫妻已被龙华区法院依法判决准予离婚。,狗血剧情：海口一夫妻结婚当天就分居,10月31日，南海网记者获悉，这对夫妻已被龙华区法院依法判决准予离婚。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008687475782716616
1701,中国三季度GDP增速略超预期，无法减缓市场对于这一世界第二大经济体经济放缓的担忧，亚洲主要股市收跌。日经225指数收盘下跌2.03%，韩国首尔综指收盘下跌0.77%。中国方面，恒生指数午后由升转跌，上证综指收跌0.7%，深成指收跌1.2%,中国经济放缓引担忧亚洲股市普跌,日经225指数收盘下跌2.03%，韩国首尔综指收盘下跌0.77%。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,回家过年成国人最大信念，三倍工资依然留不住回家脚步..南京一酒店负责人说，饭店吃年夜饭生意火爆，之前动员服务员过年加班，承诺3倍工资和额外补贴，可一些90后明确表示：如果春节加班，就辞职。3倍工资，和回家团聚，你选啥？,三倍工资，还是回家团聚，你选择什么,回家过年成国人最大信念，三倍工资依然留不住回家脚步..南京一酒店负责人说，饭店吃年夜饭生意火爆，之前动员服务员过年加班，承诺3倍工资和额外补贴，可一些90后明确表示：如果春节加班，就辞职。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009106352492559
1703,30日，海南交警再次曝光近期查处的40辆违法在高速公路逆行的车辆，以警示违法行为。逆行违法车辆驾驶人将被记12分、罚款200元，如果是大车驾驶人，该驾驶证将在参加满分学习后按规定降级。戳,海南交警再曝40辆高速逆行车你中招了吗？,逆行违法车辆驾驶人将被记12分、罚款200元，如果是大车驾驶人，该驾驶证将在参加满分学习后按规定降级。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006032401726201458
